Cut processedInput surviveNetwork adjusted
1   101.3           71.29        0.0
2   50.56           78.45        4.39
3   12.0           98.97        0.0
4   7.68           99.06        97.28
5   4.78           97.04        91.05
6   0.53           100.0        100.0
