#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	29.859	0.066954	0.22423	0.08312	29.776	29.942	0.95	149.3	4457.8	29.79	29.933	5
1	32.529	0.077883	0.23943	0.09669	32.432	32.625	0.95	162.64	5290.6	32.452	32.653	5
2	55.19	0.22452	0.40681	0.27874	54.911	55.469	0.95	275.95	15230	55.03	55.565	5
3	54.514	0.076398	0.14014	0.094846	54.419	54.609	0.95	272.57	14859	54.432	54.625	5
4	54.778	0	0	0	54.778	54.778	0.95	54.778	3000.7	54.778	54.778	1
5	54.123	0	0	0	54.123	54.123	0.95	54.123	2929.3	54.123	54.123	1
6	54.807	0	0	0	54.807	54.807	0.95	54.807	3003.8	54.807	54.807	1
7	54.957	0	0	0	54.957	54.957	0.95	54.957	3020.2	54.957	54.957	1
8	55.105	0	0	0	55.105	55.105	0.95	55.105	3036.6	55.105	55.105	1
9	54.803	0	0	0	54.803	54.803	0.95	54.803	3003.4	54.803	54.803	1
10	56.983	0	0	0	56.983	56.983	0.95	56.983	3247.1	56.983	56.983	1
11	54.955	0	0	0	54.955	54.955	0.95	54.955	3020.1	54.955	54.955	1
12	55.37	0	0	0	55.37	55.37	0.95	55.37	3065.8	55.37	55.37	1
13	55.802	0	0	0	55.802	55.802	0.95	55.802	3113.8	55.802	55.802	1
14	55.153	0	0	0	55.153	55.153	0.95	55.153	3041.9	55.153	55.153	1
15	55.863	0	0	0	55.863	55.863	0.95	55.863	3120.7	55.863	55.863	1
#  | dbcolcreate latency 0
#  | dbroweval   { _latency = _realtime/600.0; }
#  | dbmultistats numthreads latency
#  | dbsort -n numthreads
