#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	29.233	0.015572	0.053271	0.019333	29.213	29.252	0.95	146.16	4272.7	29.215	29.25	5
1	34.388	0.052459	0.15255	0.065126	34.323	34.453	0.95	171.94	5912.7	34.317	34.448	5
2	24.558	0.76756	3.1254	0.9529	23.605	25.511	0.95	122.79	3017.9	23.513	25.628	5
3	26.558	0.46257	1.7417	0.57426	25.984	27.133	0.95	132.79	3527.6	25.743	26.89	5
4	25.147	0.087485	0.34789	0.10861	25.039	25.256	0.95	125.74	3162	25.077	25.285	5
5	22.71	0.079429	0.34975	0.098608	22.612	22.809	0.95	113.55	2578.8	22.582	22.795	5
6	21.946	0.064114	0.29214	0.079595	21.866	22.026	0.95	109.73	2408.2	21.878	22.043	5
7	21.761	0.02213	0.1017	0.027473	21.733	21.788	0.95	108.8	2367.6	21.74	21.798	5
8	22.302	0.017795	0.079793	0.022092	22.28	22.324	0.95	111.51	2486.8	22.277	22.325	5
9	22.772	0.10688	0.46934	0.13269	22.64	22.905	0.95	113.86	2592.9	22.638	22.918	5
10	23.262	0.01748	0.075146	0.021701	23.24	23.283	0.95	116.31	2705.5	23.24	23.278	5
11	23.483	0.036882	0.15706	0.045788	23.437	23.529	0.95	117.41	2757.3	23.447	23.535	5
12	24.361	0.04219	0.17319	0.052377	24.309	24.413	0.95	121.81	2967.3	24.295	24.412	5
13	24.499	0.029453	0.12022	0.036565	24.462	24.536	0.95	122.5	3001	24.467	24.54	5
14	24.341	0.043359	0.17813	0.053829	24.287	24.394	0.95	121.7	2962.3	24.307	24.402	5
15	24.304	0.042762	0.17595	0.053088	24.251	24.357	0.95	121.52	2953.5	24.252	24.362	5
#  | dbcolcreate latency 0
#  | dbroweval   { _latency = _realtime/600.0; }
#  | dbmultistats numthreads latency
#  | dbsort -n numthreads
