#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.99948	0.0026498	0.26512	0.0032896	0.99619	1.0028	0.95	4.9974	4.9948	0.99536	1.0019	5
1	1.0168	0.0023834	0.2344	0.0029589	1.0138	1.0198	0.95	5.084	5.1695	1.0151	1.021	5
2	2.0353	0.0057978	0.28487	0.0071978	2.0281	2.0425	0.95	10.176	20.712	2.0312	2.0453	5
3	2.9234	0.091765	3.139	0.11392	2.8095	3.0373	0.95	14.617	42.764	2.8126	2.9974	5
4	3.6784	0.015229	0.41402	0.018906	3.6595	3.6973	0.95	18.392	67.653	3.6657	3.7034	5
5	4.5151	0.058472	1.2951	0.072591	4.4425	4.5876	0.95	22.575	101.94	4.4259	4.5764	5
6	5.7732	0.25443	4.4071	0.31587	5.4573	6.089	0.95	28.866	166.91	5.3182	5.8902	5
7	5.9746	0.039652	0.66368	0.049227	5.9254	6.0239	0.95	29.873	178.49	5.9121	6.0106	5
8	7.1788	0.17789	2.478	0.22084	6.9579	7.3996	0.95	35.894	257.8	6.8685	7.3045	5
9	7.3289	0.032824	0.44787	0.04075	7.2881	7.3696	0.95	36.644	268.57	7.3045	7.386	5
10	7.2871	0.022433	0.30785	0.02785	7.2593	7.315	0.95	36.436	265.51	7.2511	7.3112	5
11	7.6247	0.05938	0.77878	0.073718	7.551	7.6984	0.95	38.124	290.7	7.5691	7.7087	5
12	9.1036	0.049221	0.54067	0.061106	9.0425	9.1647	0.95	45.518	414.39	9.0433	9.1686	5
13	9.6643	0.052513	0.54337	0.065193	9.5991	9.7295	0.95	48.321	467	9.6242	9.7423	5
14	9.8031	0.084607	0.86306	0.10504	9.698	9.9081	0.95	49.015	480.53	9.6947	9.9002	5
15	10.031	0.082121	0.81869	0.10195	9.9289	10.133	0.95	50.154	503.12	9.9499	10.14	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 7940.0/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
