#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.99847	0.0009633	0.096478	0.0011959	0.99728	0.99967	0.95	4.9924	4.9847	0.99772	0.99971	5
1	1.0194	0.0049978	0.49029	0.0062046	1.0132	1.0256	0.95	5.0968	5.1956	1.0146	1.0271	5
2	1.9602	0.004477	0.2284	0.0055581	1.9546	1.9657	0.95	9.8009	19.212	1.9547	1.9667	5
3	2.7523	0.030589	1.1114	0.037976	2.7143	2.7903	0.95	13.761	37.879	2.7128	2.7978	5
4	3.6254	0.034021	0.93841	0.042236	3.5832	3.6676	0.95	18.127	65.722	3.5934	3.6796	5
5	4.3681	0.087072	1.9934	0.1081	4.26	4.4762	0.95	21.841	95.433	4.223	4.4495	5
6	5.0577	0.032579	0.64414	0.040445	5.0172	5.0981	0.95	25.288	127.9	5.0287	5.1125	5
7	5.8503	0.11461	1.959	0.14228	5.7081	5.9926	0.95	29.252	171.18	5.7115	5.985	5
8	6.5475	0.091105	1.3915	0.1131	6.4344	6.6606	0.95	32.737	214.38	6.4032	6.6414	5
9	6.8762	0.24398	3.5481	0.30289	6.5733	7.1791	0.95	34.381	236.65	6.6063	7.0965	5
10	6.6807	0.19066	2.8539	0.2367	6.444	6.9174	0.95	33.403	223.3	6.4457	6.9034	5
11	6.4251	0.15538	2.4183	0.1929	6.2322	6.618	0.95	32.125	206.5	6.1903	6.5988	5
12	6.0475	0.22071	3.6496	0.27401	5.7735	6.3215	0.95	30.238	183.06	5.8294	6.3406	5
13	5.5011	0.11061	2.0106	0.13732	5.3638	5.6384	0.95	27.506	151.36	5.3468	5.6144	5
14	5.5235	0.078254	1.4167	0.097149	5.4263	5.6206	0.95	27.617	152.57	5.4466	5.6343	5
15	5.4559	0.12066	2.2115	0.14979	5.3061	5.6057	0.95	27.279	148.89	5.303	5.575	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 17500/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
