#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.99221	0.0028048	0.28268	0.003482	0.98873	0.99569	0.95	4.961	4.9224	0.99002	0.99674	5
1	1.014	0.0040963	0.40398	0.0050854	1.0089	1.0191	0.95	5.0699	5.1409	1.0094	1.0182	5
2	1.9934	0.01229	0.61653	0.015258	1.9782	2.0087	0.95	9.9672	19.869	1.9771	2.0045	5
3	2.905	0.0083275	0.28666	0.010338	2.8947	2.9154	0.95	14.525	42.197	2.8978	2.917	5
4	3.6085	0.040361	1.1185	0.050107	3.5584	3.6586	0.95	18.042	65.112	3.5399	3.6389	5
5	4.6927	0.017466	0.37219	0.021683	4.671	4.7144	0.95	23.464	110.11	4.6624	4.7066	5
6	5.3883	0.10401	1.9303	0.12912	5.2592	5.5174	0.95	26.942	145.21	5.2722	5.5139	5
7	5.8461	0.02755	0.47125	0.034202	5.8119	5.8803	0.95	29.23	170.89	5.8041	5.8728	5
8	6.8881	0.066299	0.96252	0.082308	6.8058	6.9704	0.95	34.44	237.25	6.8272	6.9894	5
9	7.0244	0.21096	3.0032	0.2619	6.7625	7.2862	0.95	35.122	246.89	6.6555	7.192	5
10	8.9922	0.032956	0.3665	0.040914	8.9513	9.0331	0.95	44.961	404.3	8.9515	9.0227	5
11	9.3068	0.089472	0.96135	0.11108	9.1958	9.4179	0.95	46.534	433.12	9.1686	9.3743	5
12	9.0274	0.0767	0.84964	0.09522	8.9321	9.1226	0.95	45.137	407.49	8.9113	9.116	5
13	9.4644	0.09625	1.017	0.11949	9.3449	9.5839	0.95	47.322	447.91	9.3083	9.5433	5
14	9.3748	0.075447	0.80479	0.093664	9.2811	9.4684	0.95	46.874	439.45	9.2541	9.4524	5
15	12.361	0.1147	0.92794	0.1424	12.218	12.503	0.95	61.804	763.99	12.234	12.524	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 7940.0/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
