#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.975	0.0044916	0.46068	0.0055762	0.96943	0.98058	0.95	4.875	4.7532	0.96991	0.98166	5
1	1.0903	0.0018356	0.16837	0.0022789	1.088	1.0925	0.95	5.4513	5.9432	1.0882	1.0923	5
2	2.0892	0.01133	0.54232	0.014066	2.0751	2.1033	0.95	10.446	21.824	2.0717	2.1021	5
3	2.9389	0.025212	0.85788	0.0313	2.9076	2.9702	0.95	14.694	43.188	2.9017	2.9621	5
4	3.6909	0.014402	0.39021	0.01788	3.6731	3.7088	0.95	18.455	68.116	3.6788	3.7092	5
5	4.1559	0.028197	0.67848	0.035006	4.1209	4.1909	0.95	20.78	86.362	4.1061	4.1756	5
6	4.8326	0.038812	0.80312	0.048184	4.7845	4.8808	0.95	24.163	116.78	4.7762	4.8625	5
7	5.2966	0.011692	0.22074	0.014515	5.2821	5.3111	0.95	26.483	140.27	5.2759	5.303	5
8	5.5733	0.054904	0.98512	0.068161	5.5052	5.6415	0.95	27.867	155.32	5.5205	5.6561	5
9	5.8311	0.027119	0.46508	0.033667	5.7974	5.8648	0.95	29.156	170.01	5.7851	5.8528	5
10	5.8206	0.014956	0.25695	0.018567	5.802	5.8391	0.95	29.103	169.4	5.8101	5.847	5
11	6.231	0.036381	0.58387	0.045166	6.1859	6.2762	0.95	31.155	194.13	6.1881	6.2724	5
12	6.5564	0.035765	0.54549	0.044401	6.512	6.6008	0.95	32.782	214.94	6.5153	6.5963	5
13	6.3859	0.22209	3.4779	0.27572	6.1102	6.6616	0.95	31.929	204.09	5.9911	6.5225	5
14	6.4345	0.036385	0.56548	0.045171	6.3893	6.4796	0.95	32.172	207.02	6.3892	6.4743	5
15	6.6061	0.049735	0.75287	0.061745	6.5443	6.6678	0.95	33.03	218.21	6.5568	6.687	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 17500/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
