#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.9358	0.0054492	0.5823	0.006765	0.92904	0.94257	0.95	4.679	4.3788	0.92873	0.94401	5
1	1.0359	0.0065946	0.63662	0.008187	1.0277	1.0441	0.95	5.1794	5.3654	1.0284	1.0423	5
2	2.0487	0.024539	1.1978	0.030464	2.0183	2.0792	0.95	10.244	20.989	2.0262	2.0809	5
3	3.133	0.0052366	0.16715	0.0065011	3.1265	3.1395	0.95	15.665	49.077	3.1261	3.1396	5
4	4.0925	0.013603	0.33239	0.016887	4.0756	4.1093	0.95	20.462	83.742	4.0736	4.1099	5
5	5.0747	0.057	1.1232	0.070764	5.004	5.1455	0.95	25.374	128.78	5.0072	5.1335	5
6	6.1964	0.052684	0.85024	0.065406	6.131	6.2618	0.95	30.982	191.99	6.1039	6.2344	5
7	7.0771	0.0313	0.44227	0.038858	7.0383	7.116	0.95	35.386	250.43	7.0309	7.1052	5
8	7.8652	0.022054	0.28039	0.027379	7.8378	7.8926	0.95	39.326	309.31	7.8335	7.89	5
9	9.0014	0.1544	1.7153	0.19169	8.8097	9.1931	0.95	45.007	405.22	8.7719	9.1432	5
10	9.8461	0.058926	0.59847	0.073155	9.773	9.9193	0.95	49.231	484.74	9.782	9.915	5
11	10.922	0.15837	1.4501	0.19661	10.725	11.118	0.95	54.608	596.51	10.671	11.055	5
12	11.692	0.054329	0.46468	0.067448	11.624	11.759	0.95	58.459	683.5	11.605	11.745	5
13	12.274	0.072042	0.58694	0.089438	12.185	12.364	0.95	61.371	753.29	12.187	12.341	5
14	12.213	0.083142	0.68079	0.10322	12.109	12.316	0.95	61.063	745.77	12.119	12.324	5
15	12.238	0.030333	0.24787	0.037658	12.2	12.275	0.95	61.189	748.83	12.212	12.289	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 17500/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
