#h numthreads mean stddev pct_rsd conf_range conf_low conf_high conf_pct sum sum_squared min max n
0	0.99777	0.0031522	0.31593	0.0039134	0.99386	1.0017	0.95	4.9889	4.9778	0.99251	1.0004	5
1	1.1	0.0016966	0.15425	0.0021063	1.0978	1.1021	0.95	5.4998	6.0495	1.0983	1.1022	5
2	2.1642	0.0090421	0.4178	0.011225	2.153	2.1754	0.95	10.821	23.419	2.1491	2.1712	5
3	3.109	0.075217	2.4193	0.093379	3.0157	3.2024	0.95	15.545	48.354	3.0058	3.1778	5
4	4.1748	0.096593	2.3137	0.11992	4.0549	4.2948	0.95	20.874	87.184	4.0165	4.2662	5
5	5.0587	0.11367	2.2471	0.14112	4.9175	5.1998	0.95	25.293	128	4.9379	5.1975	5
6	6.0241	0.055035	0.91358	0.068324	5.9558	6.0924	0.95	30.12	181.46	5.9342	6.0743	5
7	5.9074	0.018571	0.31438	0.023056	5.8844	5.9305	0.95	29.537	174.49	5.8863	5.9262	5
8	5.3204	0.078257	1.4709	0.097153	5.2232	5.4175	0.95	26.602	141.56	5.2442	5.423	5
9	4.3163	0.045646	1.0575	0.056668	4.2596	4.3729	0.95	21.581	93.159	4.2383	4.3565	5
10	3.6576	0.069881	1.9106	0.086755	3.5708	3.7443	0.95	18.288	66.909	3.5454	3.7274	5
11	3.2852	0.064269	1.9563	0.079788	3.2054	3.365	0.95	16.426	53.978	3.1981	3.3544	5
12	3.1115	0.048844	1.5698	0.060638	3.0509	3.1721	0.95	15.557	48.417	3.0621	3.1934	5
13	2.9239	0.068239	2.3338	0.084716	2.8392	3.0086	0.95	14.619	42.764	2.8313	3.0162	5
14	2.7995	0.03886	1.3881	0.048243	2.7513	2.8478	0.95	13.998	39.193	2.7633	2.859	5
15	2.6002	0.019129	0.73567	0.023748	2.5764	2.6239	0.95	13.001	33.806	2.572	2.6221	5
#  | dbcolcreate speedup 0
#  | dbroweval   { _speedup = 17500/_realtime; }
#  | dbmultistats numthreads speedup
#  | dbsort -n numthreads
